INSTNM,CITY,STABBR,LATITUDE,LONGITUDE,SAT_AVG,UGDS,UG,COSTT4_A,COSTT4_P,UNEMP_RATE,MN_EARN_WNE_P10
University of California-Berkeley,Berkeley,CA,37.871969,-122.260423,1382,27126,22678,33020,NULL,3.690000057,74000
University of California-Davis,Davis,CA,38.539895,-121.751958,1226,27547,20388,32638,NULL,3.849999905,66000
University of California-Irvine,Irvine,CA,33.648434,-117.841248,1168,24474,16223,29759,NULL,3.74000001,60600
University of California-Los Angeles,Los Angeles,CA,34.068892,-118.443901,1330,29627,25011,32074,NULL,4.070000172,72600
University of California-Riverside,Riverside,CA,33.97588,-117.331098,1128,18784,11436,30174,NULL,4.389999866,51100
University of California-San Diego,La Jolla,CA,32.876598,-117.237793,1313,24801,16496,30092,NULL,3.650000095,69400
University of California-San Francisco,San Francisco,CA,37.762736,-122.458049,NULL,NULL,93,NULL,NULL,3.309999943,139600
University of California-Santa Barbara,Santa Barbara,CA,34.416281,-119.846404,1253,20237,17538,33826,NULL,4.099999905,58200
University of California-Santa Cruz,Santa Cruz,CA,36.997258,-122.067993,1149,16277,11075,33036,NULL,3.660000086,49300
Sofia University,Palo Alto,CA,37.430325,-122.10866,NULL,16,NULL,NULL,NULL,NULL,NULL
California Beauty School,Modesto,CA,37.645217,-120.99689,NULL,93,74,NULL,15456,7.079999924,PrivacySuppressed
California Christian College,Fresno,CA,36.75031,-119.711208,NULL,16,84,24405,NULL,5.610000134,PrivacySuppressed
Le Cordon Bleu College of Culinary Arts-San Francisco,San Francisco,CA,37.765415,-122.402643,NULL,442,1486,21571,NULL,3.579999924,40100
California Hair Design Academy,La Mesa,CA,32.765221,-117.024261,NULL,195,88,NULL,18423,4.019999981,21600
California Institute of the Arts,Valencia,CA,34.393337,-118.567303,NULL,946,794,57704,NULL,3.859999895,46100
The California Maritime Academy,Vallejo,CA,38.069061,-122.231551,NULL,1047,653,21102,NULL,3.579999924,89600
California Western School of Law,San Diego,CA,32.72194,-117.162597,NULL,NULL,NULL,NULL,NULL,3.269999981,93700
Canada College,Redwood City,CA,37.447365,-122.265549,NULL,5142,5273,8489,NULL,2.690000057,36800
College of the Canyons,Santa Clarita,CA,34.403121,-118.569524,NULL,15204,10528,10899,NULL,4.110000134,42900
Career Academy of Beauty,Garden Grove,CA,33.781018,-118.031697,NULL,157,238,NULL,17980,3.710000038,25100
Casa Loma College-Van Nuys,Van Nuys,CA,34.195438,-118.448335,NULL,446,259,NULL,25073,5.25,49900
CET-San Diego,San Diego,CA,32.711715,-117.122496,NULL,253,NULL,NULL,18444,5.96999979,24900
CET-Sobrato,San Jose,CA,37.322723,-121.88698,NULL,327,NULL,NULL,15995,5.96999979,24900
CET-El Centro,El Centro,CA,32.790908,-115.549079,NULL,260,NULL,NULL,19707,5.96999979,24900
CET-San Bernardino,San Bernardino,CA,34.075136,-117.268738,NULL,116,NULL,NULL,18860,5.96999979,24900
CET-Watsonville,Watsonville,CA,36.931833,-121.767991,NULL,96,NULL,NULL,16378,5.96999979,24900
CET-Salinas,Salinas,CA,36.671635,-121.652791,NULL,54,NULL,NULL,17524,5.96999979,24900
Cerritos College,Norwalk,CA,33.88584,-118.097263,NULL,18171,24536,13699,NULL,5.309999943,35000
Cerro Coso Community College,Ridgecrest,CA,35.567763,-117.667706,NULL,4314,5106,12930,NULL,4.409999847,31200
Chabot College,Hayward,CA,37.642513,-122.106969,NULL,11968,13615,11971,NULL,3.839999914,39800
Chaffey College,Rancho Cucamonga,CA,34.14705,-117.573086,NULL,17284,15220,14159,NULL,5.050000191,34000
Chapman University,Orange,CA,33.793678,-117.851481,1210,6211,2953,58948,NULL,4,52200
Charles R Drew University of Medicine and Science,Los Angeles,CA,33.925658,-118.242791,NULL,69,91,29500,NULL,5.309999943,63900
Concordia University-Irvine,Irvine,CA,33.6535,-117.81063,1038,1884,1184,42472,NULL,3.430000067,47700
San Diego Christian College,Santee,CA,32.84281,-116.978151,992,940,675,39364,NULL,3.779999971,37000
Church Divinity School of the Pacific,Berkeley,CA,37.876169,-122.261391,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Citrus College,Glendora,CA,34.135487,-117.885266,NULL,11388,11486,9245,NULL,4.449999809,32400
Citrus Heights Beauty College,Citrus Heights,CA,38.71307,-121.289531,NULL,105,NULL,NULL,11054,NULL,NULL
City College of San Francisco,San Francisco,CA,37.725953,-122.451155,NULL,21683,39386,9829,NULL,3.420000076,42900
Claremont Graduate University,Claremont,CA,34.103778,-117.712394,NULL,NULL,NULL,NULL,NULL,4,60600
Claremont McKenna College,Claremont,CA,34.102323,-117.706593,1419,1293,1003,62010,NULL,3.279999971,92600
Milan Institute-Visalia,Visalia,CA,36.27164,-119.312151,NULL,352,206,NULL,22302,5.650000095,26100
Clovis Adult Education,Clovis,CA,36.836915,-119.69019,NULL,617,339,NULL,18445,6.699999809,36400
Coastline Community College,Fountain Valley,CA,33.609771,-117.861844,NULL,9503,7873,11490,NULL,3.890000105,36800
Cogswell College,San Jose,CA,37.413664,-121.940553,NULL,607,426,28968,NULL,3.029999971,65800
Coleman University,San Diego,CA,32.821962,-117.136493,NULL,512,1243,30799,NULL,3.720000029,47100
COBA Academy,Orange,CA,33.788258,-117.85348,NULL,36,73,NULL,15315,3.549999952,PrivacySuppressed
Western University of Health Sciences,Pomona,CA,34.058092,-117.747732,NULL,NULL,98,NULL,NULL,4.150000095,158200
Columbia College,Sonora,CA,38.030361,-120.387603,NULL,2191,3340,11429,NULL,4.449999809,30300
Columbia College-Hollywood,Tarzana,CA,34.179596,-118.538394,NULL,307,100,31434,NULL,3.980000019,35400
El Camino College-Compton Center,Compton,CA,33.876665,-118.209186,NULL,6734,6643,12611,NULL,6.739999771,34900
Contra Costa College,San Pablo,CA,37.968623,-122.342386,NULL,5333,7133,15296,NULL,4.389999866,36300
Cosumnes River College,Sacramento,CA,38.453836,-121.422971,NULL,13378,16493,13514,NULL,4.380000114,32100
Crafton Hills College,Yucaipa,CA,34.038513,-117.100826,NULL,5152,5054,16809,NULL,4.570000172,37300
Cuesta College,San Luis Obispo,CA,35.329859,-120.741624,NULL,7864,9496,16075,NULL,3.619999886,38700
Cuyamaca College,El Cajon,CA,32.743072,-116.941044,NULL,7588,6476,7891,NULL,4.079999924,32600
Cypress College,Cypress,CA,33.827625,-118.023889,NULL,14817,21361,10774,NULL,4.239999771,37900
De Anza College,Cupertino,CA,37.319176,-122.045365,NULL,20317,22770,9855,NULL,2.720000029,48800
Marinello Schools of Beauty-Hemet,Hemet,CA,33.746002,-116.999892,NULL,1142,NULL,NULL,19613,NULL,17400
International School of Beauty Inc,Palm Desert,CA,33.729555,-116.403928,NULL,220,NULL,NULL,15655,NULL,PrivacySuppressed
Dell'Arte International School of Physical Theatre,Blue Lake,CA,40.880871,-123.988878,NULL,24,37,NULL,NULL,4.050000191,PrivacySuppressed
College of the Desert,Palm Desert,CA,33.732484,-116.38761,NULL,8937,6972,14085,NULL,4.739999771,34600
Design Institute of San Diego,San Diego,CA,32.731022,-117.149808,NULL,171,358,25514,NULL,3.460000038,37200
Diablo Valley College,Pleasant Hill,CA,37.968035,-122.069861,NULL,18314,21581,15145,NULL,3.339999914,44600
Dominican University of California,San Rafael,CA,37.980014,-122.514654,1047,1448,946,57579,NULL,3.339999914,58400
Dominican School of Philosophy & Theology,Berkeley,CA,37.881099,-122.264612,NULL,NULL,12,NULL,NULL,NULL,NULL
East Los Angeles College,Monterey Park,CA,34.039205,-118.148384,NULL,32173,27199,14085,NULL,5.599999905,34600
Marinello Schools of Beauty-Santa Clara,Santa Clara,CA,37.347964,-121.947773,NULL,547,89,NULL,16142,2.700000048,PrivacySuppressed
El Camino Community College District,Torrance,CA,33.885586,-118.326623,NULL,22082,24067,14709,NULL,5.809999943,34900
Elegance International,Hollywood,CA,34.062216,-118.338332,NULL,374,NULL,NULL,33289,5.460000038,20600
Marinello Schools of Beauty-Burbank,Burbank,CA,34.181902,-118.309749,NULL,426,51,NULL,18849,4.699999809,16900
Marinello Schools of Beauty-Moreno Valley,Moreno Valley,CA,33.915981,-117.228072,NULL,258,43,NULL,18533,5.320000172,17800
Emperor's College of Traditional Oriental Medicine,Santa Monica,CA,34.0303,-118.4847,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Empire College,Santa Rosa,CA,38.467789,-122.728642,NULL,411,363,NULL,17112,3.109999895,33000
Evergreen Valley College,San Jose,CA,37.301736,-121.766686,NULL,7325,12404,16468,NULL,3.150000095,40000
Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,CA,34.044209,-118.25993,NULL,3142,2648,43876,NULL,3.769999981,41800
Fashion Institute of Design & Merchandising-San Francisco,San Francisco,CA,37.786324,-122.406503,NULL,527,663,43339,NULL,3.769999981,41800
Fashion Institute of Design & Merchandising-Orange County,Irvine,CA,33.691963,-117.852254,NULL,156,292,40283,NULL,3.769999981,41800
Feather River Community College District,Quincy,CA,39.952395,-120.970877,NULL,1543,892,14478,NULL,4.800000191,28900
Federico Beauty Institute,Sacramento,CA,38.64883,-121.497761,NULL,283,134,NULL,19374,3.970000029,26200
Fielding Graduate University,Santa Barbara,CA,34.42941,-119.717161,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL
Five Branches University,Santa Cruz,CA,36.964133,-121.998478,NULL,NULL,NULL,NULL,NULL,2.950000048,PrivacySuppressed
Redondo Beach Beauty College,Redondo Beach,CA,33.872914,-118.372315,NULL,37,NULL,NULL,NULL,NULL,NULL
Foothill College,Los Altos Hills,CA,37.361104,-122.12833,NULL,13478,14193,10016,NULL,2.640000105,57200
Franciscan School of Theology,Oceanside,CA,33.23023,-117.319616,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Fredrick and Charles Beauty College,Eureka,CA,40.798811,-124.165778,NULL,73,34,NULL,15678,4.650000095,PrivacySuppressed
Fresno City College,Fresno,CA,36.767516,-119.795129,NULL,19770,19351,10698,NULL,7.090000153,31000
Fresno Pacific University,Fresno,CA,36.725279,-119.731953,1010,2605,878,35508,NULL,6.440000057,41300
Fuller Theological Seminary in California,Pasadena,CA,34.14778,-118.140261,NULL,NULL,NULL,NULL,NULL,3.910000086,PrivacySuppressed
Fullerton College,Fullerton,CA,33.876794,-117.916986,NULL,22990,19993,12424,NULL,3.940000057,37200
Gavilan College,Gilroy,CA,36.973274,-121.568174,NULL,4754,5681,11762,NULL,4.170000076,30800
Gemological Institute of America-Carlsbad,Carlsbad,CA,33.131313,-117.318765,NULL,215,5928,NULL,33453,3.410000086,45100
Glendale Community College,Glendale,CA,34.166422,-118.228251,NULL,13471,15596,9204,NULL,4.860000134,36000
Glendale Career College,Glendale,CA,34.1497,-118.254231,NULL,346,1128,NULL,24153,4.659999847,31100
Golden Gate University-San Francisco,San Francisco,CA,37.789208,-122.398785,NULL,482,167,NULL,NULL,3.440000057,75900
Golden West College,Huntington Beach,CA,33.733775,-118.003036,NULL,11466,13538,14857,NULL,3.690000057,36600
Graduate Theological Union,Berkeley,CA,37.87554,-122.261847,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL
Grossmont College,El Cajon,CA,32.816077,-117.007292,NULL,16357,16309,7134,NULL,4.130000114,37800
Salon Success Academy-Riverside,Riverside,CA,33.94297,-117.391021,NULL,27,42,NULL,16117,5.550000191,12600
Hartnell College,Salinas,CA,36.673052,-121.668763,NULL,9161,7757,14644,NULL,7.159999847,34600
Harvey Mudd College,Claremont,CA,34.106137,-117.710594,1500,802,717,63860,NULL,3.099999905,78900
Heald College-Rancho Cordova,Rancho Cordova,CA,38.594382,-121.280086,NULL,854,778,24844,NULL,4.360000134,35900
Heald College-Fresno,Fresno,CA,36.822401,-119.795525,NULL,1301,735,23585,NULL,7.380000114,31700
Heald College-San Jose,Milpitas,CA,37.410897,-121.893911,NULL,1254,1329,24515,NULL,3.069999933,43800
Heald College-San Francisco,San Francisco,CA,37.782001,-122.404246,NULL,748,1070,25977,NULL,3.940000057,38900
Heald College-Concord,Concord,CA,38.018938,-122.030047,NULL,1230,554,24996,NULL,3.849999905,41900
Hilltop Beauty School,Daly City,CA,37.705545,-122.461674,NULL,109,106,NULL,16389,2.950000048,23700
Holy Names University,Oakland,CA,37.802654,-122.18717,885,690,592,48896,NULL,4.139999866,53300
Pacifica Graduate Institute,Carpinteria,CA,34.420464,-119.580264,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL
Humboldt State University,Arcata,CA,40.8741,-124.0814,986,7962,6469,22287,NULL,4.519999981,38600
Humphreys College-Stockton and Modesto Campuses,Stockton,CA,38.011051,-121.316401,NULL,617,196,21405,NULL,6.739999771,32600
Imperial Valley College,Imperial,CA,32.827563,-115.503903,NULL,6958,6775,9529,NULL,6.78000021,29500
Institute for Business and Technology,Santa Clara,CA,37.368642,-121.969541,NULL,196,426,NULL,28410,3.579999924,37100
Interior Designers Institute,Newport Beach,CA,33.641393,-117.865722,NULL,203,134,NULL,NULL,3.089999914,41800
Toni & Guy Hairdressing Academy-Santa Monica,Santa Monica,CA,34.017466,-118.494898,NULL,225,29,NULL,19238,5.510000229,PrivacySuppressed
Irvine Valley College,Irvine,CA,33.675079,-117.778575,NULL,11622,10074,17407,NULL,3.180000067,41100
ITT Technical Institute-National City,National City,CA,32.66182,-117.106121,NULL,999,909,27856,NULL,4.050000191,42800
ITT Technical Institute-San Dimas,San Dimas,CA,34.102405,-117.818401,NULL,551,849,26928,NULL,5.519999981,42800
ITT Technical Institute-Orange,Orange,CA,33.77999,-117.896171,NULL,783,705,27596,NULL,4.059999943,42800
Bellus Academy-El Cajon,El Cajon,CA,32.794827,-116.945728,NULL,145,323,NULL,33062,4.019999981,25000
John F. Kennedy University,Pleasant Hill,CA,37.881794,-122.183972,NULL,251,196,NULL,NULL,3.319999933,52100
American Jewish University,Los Angeles,CA,34.128099,-118.471764,NULL,96,88,46869,NULL,3.5,PrivacySuppressed
Reedley College,Reedley,CA,36.605968,-119.45993,NULL,12900,9081,9482,NULL,9.260000229,29100
Life Pacific College,San Dimas,CA,34.089421,-117.830997,903,479,488,23926,NULL,3.849999905,33500
Argosy University-The Art Institute of California-San Diego,San Diego,CA,32.778278,-117.155395,NULL,1634,280,33175,NULL,3.809999943,41300
University of La Verne,La Verne,CA,34.10086,-117.772634,1014,5137,3319,47935,NULL,4.559999943,54100
Laguna College of Art and Design,Laguna Beach,CA,33.561448,-117.772564,NULL,543,268,42689,NULL,3.150000095,46400
Lake Tahoe Community College,South Lake Tahoe,CA,38.926864,-119.971631,NULL,2190,3053,10539,NULL,4.380000114,30500
Lancaster Beauty School,Lancaster,CA,34.695646,-118.148664,NULL,124,157,NULL,19031,6.28000021,19600
Laney College,Oakland,CA,37.796205,-122.262434,NULL,9707,11531,13547,NULL,4.869999886,33700
Lassen Community College,Susanville,CA,40.431327,-120.631169,NULL,2291,2344,12285,NULL,4.760000229,32500
Life Chiropractic College West,Hayward,CA,37.637639,-122.11627,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Lincoln University,Oakland,CA,37.804788,-122.269745,NULL,119,NULL,20725,NULL,3.589999914,PrivacySuppressed
Southern California Seminary,El Cajon,CA,32.803259,-116.900531,NULL,62,99,39574,NULL,4.099999905,PrivacySuppressed
La Sierra University,Riverside,CA,33.908834,-117.497071,934,2054,1217,40702,NULL,4.510000229,46000
Loma Linda University,Loma Linda,CA,34.050975,-117.261086,NULL,1039,943,NULL,NULL,4.059999943,85800
Long Beach City College,Long Beach,CA,33.831741,-118.135819,NULL,22768,20926,10824,NULL,6.190000057,32100
Southern California University of Health Sciences,Whittier,CA,33.924638,-117.985447,NULL,3,NULL,NULL,NULL,PrivacySuppressed,NULL
Los Angeles Harbor College,Wilmington,CA,33.784201,-118.28186,NULL,8707,8741,14646,NULL,5.050000191,35600
Los Angeles Pierce College,Woodland Hills,CA,34.184184,-118.577194,NULL,18449,16111,13772,NULL,4.679999828,38100
Los Angeles Southwest College,Los Angeles,CA,33.929586,-118.304674,NULL,5890,5710,12021,NULL,7.010000229,30200
Los Angeles Trade Technical College,Los Angeles,CA,34.032623,-118.269113,NULL,12769,18164,11479,NULL,6.789999962,31400
Los Angeles Valley College,Valley Glen,CA,34.176406,-118.421446,NULL,16127,17393,13485,NULL,5.449999809,36700
The Master's College and Seminary,Santa Clarita,CA,34.38214,-118.517422,1103,1182,1118,40755,NULL,3.880000114,47800
Los Angeles City College,Los Angeles,CA,34.087301,-118.292169,NULL,15953,15174,11871,NULL,6.369999886,31900
Los Angeles County College of Nursing and Allied Health,Los Angeles,CA,34.061605,-118.211418,NULL,204,185,NULL,NULL,4.78000021,83300
Los Angeles Mission College,Sylmar,CA,34.314944,-118.419087,NULL,8487,6782,13377,NULL,5.019999981,32200
Los Medanos College,Pittsburg,CA,38.005552,-121.861122,NULL,7751,9212,14499,NULL,3.970000029,40900
Argosy University-The Art Institute of California-San Francisco,San Francisco,CA,37.803958,-122.417185,NULL,1052,329,33324,NULL,4.130000114,41300
Loyola Marymount University,Los Angeles,CA,33.970633,-118.415655,1218,6064,2430,57016,NULL,3.75,64400
Lu Ross Academy,Ventura,CA,34.278034,-119.293952,NULL,274,NULL,NULL,19549,NULL,NULL
Manchester Beauty College,Fresno,CA,36.792868,-119.79116,NULL,64,57,NULL,13575,7.21999979,20700
Tulare Beauty College,Tulare,CA,36.204102,-119.367947,NULL,41,65,NULL,11255,8.81000042,PrivacySuppressed
Lyles Fresno College of Beauty,Fresno,CA,36.836251,-119.773747,NULL,51,34,NULL,18370,6.730000019,19000
Lytles Redwood Empire Beauty College Inc,Santa Rosa,CA,38.508581,-122.758546,NULL,132,79,NULL,16184,3.119999886,22600
MTI Business College Inc,Stockton,CA,38.007318,-121.308527,NULL,146,286,NULL,25416,6.78000021,25800
MTI College,Sacramento,CA,38.661377,-121.342568,NULL,1020,1316,NULL,19986,4.28000021,36800
Brightwood College-Sacramento,Sacramento,CA,38.644462,-121.380453,NULL,426,175,NULL,28129,5.980000019,28400
Brightwood College-San Diego,San Diego,CA,32.821707,-117.133017,NULL,1285,1653,NULL,28694,3.880000114,39000
Brightwood College-Vista,Vista,CA,33.17244,-117.220816,NULL,804,592,NULL,29035,3.710000038,32100
College of Marin,Kentfield,CA,37.955014,-122.549936,NULL,4663,8317,13813,NULL,2.49000001,39100
Marinello Schools of Beauty-Los Angeles,Los Angeles,CA,34.027512,-118.219865,NULL,2317,48,NULL,16014,5.289999962,18500
Marymount California University,Rancho Palos Verdes,CA,33.73463,-118.333404,NULL,1086,879,46675,NULL,3.839999914,39200
Mendocino College,Ukiah,CA,39.19119,-123.22903,NULL,3151,4463,14341,NULL,4.820000172,29200
Menlo College,Atherton,CA,37.452906,-122.181444,995,793,649,52454,NULL,3.589999914,56500
Merced College,Merced,CA,37.335348,-120.476726,NULL,9053,10700,15308,NULL,7.710000038,29900
Merritt College,Oakland,CA,37.789088,-122.167335,NULL,5643,5975,15643,NULL,4.909999847,39700
Mills College,Oakland,CA,37.782639,-122.18789,1152,909,684,56336,NULL,3.74000001,46500
MiraCosta College,Oceanside,CA,33.191231,-117.302283,NULL,13855,9863,11241,NULL,3.210000038,31100
Marinello Schools of Beauty-San Francisco,San Francisco,CA,37.78123,-122.410821,NULL,535,110,NULL,15674,3.369999886,35200
Mission College,Santa Clara,CA,37.391323,-121.982174,NULL,6737,9821,13665,NULL,2.859999895,40600
Modern Beauty Academy,Oxnard,CA,34.195384,-119.181423,NULL,36,41,NULL,15069,4.199999809,19700
Brightwood College-North Hollywood,North Hollywood,CA,34.182673,-118.396131,NULL,778,355,NULL,25625,5.130000114,39400
