INSTNM,CITY,STABBR,ZIP,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,ST_FIPS,REGION,LATITUDE,LONGITUDE,CCBASIC,CCUGPROF,CCSIZSET,ADM_RATE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,UGDS,UG,NPT4_PUB,NPT4_PRIV,NPT4_PROG,NPT4_OTHER,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,TUITFTE,PFTFTUG1_EF,AGE_ENTRY,UNEMP_RATE,COUNT_NWNE_P10,COUNT_WNE_P10,MN_EARN_WNE_P10,MD_EARN_WNE_P10,COUNT_NWNE_P6,COUNT_WNE_P6,MN_EARN_WNE_P6,MD_EARN_WNE_P6,COUNT_WNE_INC1_P6,COUNT_WNE_INC2_P6,COUNT_WNE_INC3_P6,COUNT_WNE_INDEP0_INC1_P6,COUNT_WNE_INDEP0_P6,COUNT_NWNE_P7,COUNT_WNE_P7,MN_EARN_WNE_P7,SD_EARN_WNE_P7,COUNT_NWNE_P8,COUNT_WNE_P8,MN_EARN_WNE_P8,MD_EARN_WNE_P8,COUNT_NWNE_P9,COUNT_WNE_P9,MN_EARN_WNE_P9,SD_EARN_WNE_P9,ICLEVEL
Northshore Technical Community College,Bogalusa,LA,70427,1,1,2,1,22,5,30.759099,-89.845279,9,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1860,849,7773,NULL,NULL,NULL,13338,NULL,3580,6342,NULL,1344,0.3725,25.47337662,4.699999809,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1155,PrivacySuppressed,1445,5913,27200,20700,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,885,3465,29700,22000,2
Tulane University of Louisiana,New Orleans,LA,70118-5698,1,3,4,2,22,5,29.939696,-90.120409,15,8,16,0.2795,660,660,680,31,32,30,NULL,1342,7892,7353,NULL,34740,NULL,NULL,61055,NULL,48305,48305,NULL,24250,0.9342,23.64572864,3.349999905,253,1915,68300,52900,132,1203,52000,42800,485,276,442,121,690,199,1748,59400,55600,223,2016,67600,52100,217,1752,63800,65900,1
Xavier University of Louisiana,New Orleans,LA,70125-1098,1,3,4,2,22,5,29.964162,-90.107307,20,12,10,0.6599,500,505,480,23,23,21,NULL,1039,2313,3284,NULL,20728,NULL,NULL,29988,NULL,21552,21552,NULL,15977,0.7875,20.23524904,4.78000021,95,1250,59800,46800,37,617,46200,30400,298,177,142,242,534,58,955,57200,46900,65,1087,57500,41500,98,1016,58100,43200,1
South Central Louisiana Technical College,Morgan City,LA,70380,1,1,2,1,22,5,29.690728,-91.197848,11,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1272,1014,5418,NULL,NULL,NULL,10683,NULL,2414,4225,NULL,3085,0.2135,25.79155673,4.699999809,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1155,NULL,1445,5913,27200,20700,NULL,NULL,NULL,NULL,885,3465,29700,22000,2
Kaplan University-Maine Campus,S Portland,ME,04106-2415,10,2,4,3,23,1,43.689847,-70.271145,23,5,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1008,566,NULL,15971,NULL,27518,20224,NULL,10710,10710,NULL,6670,NULL,32.01281292,2.980000019,1599,6834,39400,33400,7432,24068,31000,25800,13429,7364,3275,675,2094,102,525,26800,18300,4225,15927,36200,30900,109,506,29600,19400,1
College of the Atlantic,Bar Harbor,ME,4609,1,3,4,2,23,1,44.399584,-68.228849,21,15,7,0.711,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,365,261,NULL,17463,NULL,NULL,49890,NULL,40491,40491,NULL,37489,0.7054,20.55494506,3,PrivacySuppressed,109,32600,26400,PrivacySuppressed,97,24400,21500,PrivacySuppressed,30,45,PrivacySuppressed,88,16,85,23400,14500,PrivacySuppressed,78,22400,21500,9,83,29500,22800,1
Bates College,Lewiston,ME,4240,1,3,3,2,23,1,44.105299,-70.203333,21,14,11,0.2542,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1773,1694,NULL,24944,NULL,NULL,61000,NULL,47030,47030,NULL,41051,0.9899,19.37993921,3.059999943,PrivacySuppressed,290,62000,51600,PrivacySuppressed,230,41200,38200,34,51,145,22,223,11,214,50400,39400,PrivacySuppressed,208,59000,48400,10,284,57500,44900,1
Beal College,Bangor,ME,4401,1,2,2,3,23,1,44.785249,-68.780752,9,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,424,338,NULL,12077,22512,NULL,NULL,14911,NULL,NULL,16026,5935,NULL,27.9466951,3.559999943,65,233,26400,25400,69,308,21100,21200,165,94,49,40,125,54,235,20600,14300,63,251,21700,20400,57,248,26000,15700,2
Bowdoin College,Brunswick,ME,4011,1,3,3,2,23,1,43.906902,-69.965241,21,14,11,0.1491,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1797,1609,NULL,19336,NULL,NULL,59900,NULL,46808,46808,NULL,28543,0.9862,19.37377049,3.380000114,31,328,68600,55300,PrivacySuppressed,211,44000,41200,34,58,119,35,208,18,271,55600,52200,PrivacySuppressed,253,63300,49800,27,289,63300,57800,1
Maine College of Health Professions,Lewiston,ME,4240,1,2,2,2,23,1,44.100474,-70.217692,10,1,1,0.3333,480,520,NULL,NULL,NULL,NULL,NULL,1000,178,92,NULL,14339,NULL,NULL,17537,NULL,9890,9890,NULL,6722,0.2593,29.40782123,3.299999952,PrivacySuppressed,67,51800,50700,PrivacySuppressed,75,47200,46700,27,27,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,4,83,49800,19400,PrivacySuppressed,87,50200,48300,3,67,53700,31100,2
Central Maine Community College,Auburn,ME,04210-6498,1,2,2,1,23,1,44.134346,-70.235498,4,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2497,1318,8966,NULL,NULL,NULL,13006,NULL,3750,6450,NULL,887,0.3311,25.54016478,3.200000048,106,600,36000,32700,97,761,27600,25900,314,275,172,127,495,81,710,30300,18600,109,708,31500,29100,79,464,34200,22200,2
Colby College,Waterville,ME,04901-8840,1,3,3,2,23,1,44.564211,-69.66337,21,14,11,0.2805,660,670,670,30,31,30,NULL,1333,1847,1814,NULL,23566,NULL,NULL,59110,NULL,47350,47350,NULL,28496,0.9697,19.42068966,2.799999952,34,322,68500,52300,PrivacySuppressed,250,44700,41300,31,56,163,23,242,17,270,49500,62600,PrivacySuppressed,266,55500,46300,30,322,59800,60500,1
Eastern Maine Community College,Bangor,ME,4401,1,2,2,1,23,1,44.826048,-68.74445,9,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2060,1354,9562,NULL,NULL,NULL,13294,NULL,3810,6510,NULL,1398,0.3769,24.33786288,3.599999905,81,648,35000,29900,113,760,29100,25900,323,261,176,152,534,79,702,32200,21100,104,742,32900,29900,88,588,34800,22300,2
Husson University,Bangor,ME,04401-2999,1,3,4,2,23,1,44.828888,-68.791323,19,11,10,0.7195,475,480,470,19,19,20,7,951,2292,1679,NULL,16414,NULL,NULL,25620,NULL,16097,16097,NULL,12740,0.6852,21.70622951,3.269999981,54,593,40800,36900,59,781,31500,30300,235,275,271,143,629,50,723,36100,31600,66,800,38300,33400,61,533,39700,23700,1
Kennebec Valley Community College,Fairfield,ME,04937-1367,1,2,2,1,23,1,44.594292,-69.611609,6,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1580,834,8805,NULL,NULL,NULL,13328,NULL,3345,6045,NULL,2500,0.1416,27.81491465,3.609999895,96,523,34200,30000,105,592,29000,26400,339,185,68,78,242,102,596,30300,20200,143,598,28900,26400,101,432,33000,21900,2
The Landing School,Arundel,ME,4046,1,1,2,2,23,1,43.380523,-70.503498,11,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,66,NULL,31674,NULL,NULL,34918,NULL,20563,20563,NULL,13068,0.2642,26.43859649,3.00999999,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,5,40,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,5,44,PrivacySuppressed,PrivacySuppressed,2
University of Maine at Augusta,Augusta,ME,04330-9410,1,3,3,1,23,1,44.337746,-69.796396,22,5,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4094,5617,10864,NULL,NULL,NULL,14469,NULL,7448,16688,NULL,5460,0.2109,28.86893424,3.200000048,494,1796,29800,27300,363,1464,23600,22400,801,427,236,215,590,425,1783,26400,17100,490,1784,27100,25000,461,1550,29400,19800,1
University of Maine at Farmington,Farmington,ME,04938-9978,1,3,4,1,23,1,44.668,-70.147469,22,12,11,0.8455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1738,2413,15162,NULL,NULL,NULL,20989,NULL,9217,18305,NULL,6403,0.7765,20.45383104,3.019999981,88,848,34700,33300,54,789,26800,26200,168,276,345,149,729,72,818,29200,16400,89,815,31500,30700,95,811,33300,18000,1
University of Maine at Fort Kent,Fort Kent,ME,04743-1292,1,3,3,1,23,1,47.250306,-68.588364,22,7,6,0.7461,450,450,420,18,18,19,NULL,899,956,886,13349,NULL,NULL,NULL,17932,NULL,7575,10875,NULL,5616,0.2041,25.93345656,3.309999943,37,258,33900,31300,29,224,33500,30800,89,74,61,52,154,35,250,31500,19700,43,263,32000,30000,28,189,33400,19700,1
University of Maine at Machias,Machias,ME,04654-1397,1,3,3,1,23,1,44.709895,-67.456534,21,7,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,574,927,9623,NULL,NULL,NULL,17503,NULL,7490,19370,NULL,4488,0.3663,24.02011494,3.869999886,48,270,28500,27100,25,206,23700,21300,92,61,53,45,160,44,245,24900,17200,36,200,25900,23600,52,274,28600,17000,1
University of Maine,Orono,ME,4469,1,3,4,1,23,1,44.895129,-68.67358,16,12,13,0.8257,535,540,515,24,NULL,NULL,NULL,1078,8682,8220,16731,NULL,NULL,NULL,22193,NULL,10606,28486,NULL,9569,0.6913,20.44904091,3.140000105,279,2921,44600,39200,178,2620,35800,32100,599,803,1218,361,2327,187,2773,38200,26900,213,2751,41000,36600,244,2717,41900,26100,1
Maine Maritime Academy,Castine,ME,04420-0001,1,3,4,1,23,1,44.3873,-68.803214,22,13,11,0.7863,500,525,480,22,21,23,NULL,1024,1031,710,20861,NULL,NULL,NULL,23940,NULL,12400,24040,NULL,16862,0.6822,20.42138365,3.099999905,PrivacySuppressed,312,91700,78800,PrivacySuppressed,269,76600,73600,47,79,143,45,247,16,344,79400,46600,26,422,88500,77700,12,260,77400,48000,1
University of Maine at Presque Isle,Presque Isle,ME,04769-2888,1,3,3,1,23,1,46.672377,-68.016516,22,7,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,847,1427,10247,NULL,NULL,NULL,16437,NULL,7300,10600,NULL,4491,0.4127,23.29580153,3.769999981,99,452,31200,28400,45,320,24900,23300,131,111,78,85,242,70,438,27200,18700,96,444,30200,27600,97,443,28400,18900,1
University of New England,Biddeford,ME,04005-9599,1,3,4,2,23,1,43.458172,-70.385882,18,12,14,0.8568,530,535,523,24,24,23,NULL,1073,2217,1222,NULL,31378,NULL,NULL,49671,NULL,34080,34080,NULL,20791,0.5385,20.21221613,2.75999999,49,704,51600,44500,34,688,37400,34300,130,187,371,75,583,40,707,47900,36800,56,821,44500,41200,44,626,48100,35400,1
Northern Maine Community College,Presque Isle,ME,04769-2016,1,2,2,1,23,1,46.694668,-68.034796,8,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,759,784,10680,NULL,NULL,NULL,15374,NULL,3368,6068,NULL,817,0.2549,24.48411215,3.839999914,97,438,31700,28900,91,444,26800,24800,231,153,60,103,296,111,467,27300,18400,117,505,28700,25900,89,425,31000,21200,2
Empire Beauty School-Maine,Portland,ME,4101,15,1,1,3,23,1,43.667885,-70.258154,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,291,188,NULL,13059,27768,NULL,NULL,16906,NULL,NULL,15750,8303,NULL,26.30347636,3.25999999,130,328,19400,16900,132,346,17600,16000,204,87,55,66,162,126,368,17300,13400,134,414,17600,15300,115,276,18200,13600,3
Maine College of Art,Portland,ME,04101-3494,1,3,4,2,23,1,43.653672,-70.26195,30,11,8,0.9733,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,421,411,NULL,28640,NULL,NULL,44429,NULL,31670,31670,NULL,18009,0.7126,20.63636364,2.799999952,34,213,32800,24900,26,179,21300,19600,50,61,68,34,157,26,202,25700,17700,PrivacySuppressed,196,26500,23000,27,197,28500,53700,1
Saint Joseph's College of Maine,Standish,ME,04084-5236,1,3,4,2,23,1,43.82651,-70.483486,18,5,10,0.7853,480,485,470,NULL,NULL,NULL,NULL,965,1817,3322,NULL,25267,NULL,NULL,44825,NULL,31920,31920,NULL,9806,0.5313,24.25679012,2.769999981,36,542,43600,39100,PrivacySuppressed,462,38700,34500,83,115,264,52,421,23,449,38900,21500,PrivacySuppressed,431,39500,36800,28,509,41300,34600,1
Spa Tech Institute-Westbrook,Westbrook,ME,4092,4,1,1,3,23,1,43.67659,-70.335331,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,240,52,NULL,11614,21516,NULL,NULL,14281,NULL,NULL,14500,9177,NULL,29.60030166,2.690000057,47,168,25100,21500,67,403,22200,19700,171,137,95,28,143,55,246,24100,17500,58,318,25500,22300,34,103,26100,18000,3
Southern Maine Community College,South Portland,ME,04106-1698,1,2,2,1,23,1,43.647335,-70.228098,4,2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5554,2334,11232,NULL,NULL,NULL,14896,NULL,3755,6455,NULL,1617,0.4686,24.44028474,2.779999971,157,951,38200,35400,226,1575,28800,26500,697,496,382,281,980,159,1173,33100,19400,215,1451,32500,30500,119,826,37200,23700,2
University of Southern Maine,Portland,ME,4103,1,3,4,1,23,1,43.662637,-70.276002,18,9,12,0.8395,500,495,475,22,21,20,NULL,998,5783,8726,17048,NULL,NULL,NULL,22083,NULL,7796,18508,NULL,8764,0.3251,23.41830533,2.819999933,301,2485,41400,37200,162,2145,33500,30200,747,661,737,287,1483,193,2340,36300,22600,240,2371,38000,34100,290,2329,38200,24200,1
Thomas College,Waterville,ME,04901-5097,1,3,4,2,23,1,44.524046,-69.662923,20,11,11,0.7428,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,851,549,NULL,20045,NULL,NULL,34202,NULL,23460,23460,NULL,10375,0.3237,20.4120983,3.150000095,31,335,37900,35300,PrivacySuppressed,343,31200,29000,88,140,115,65,313,25,317,33700,17800,27,325,35300,32600,32,302,38700,22800,1
Unity College,Unity,ME,4988,1,3,3,2,23,1,44.603165,-69.332276,22,10,8,0.931,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,585,507,NULL,21556,NULL,NULL,35580,NULL,25820,25820,NULL,14860,0.7583,20.21220159,3.039999962,35,266,36200,34800,PrivacySuppressed,256,28400,26800,57,78,121,41,236,29,269,30600,18900,26,281,32100,28300,25,273,36300,20100,1
Washington County Community College,Calais,ME,4619,1,1,2,1,23,1,45.165537,-67.243306,8,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,311,239,6015,NULL,NULL,NULL,10186,NULL,3630,7058,NULL,3458,0.3967,24.485623,5.099999905,66,249,27800,24500,57,199,24500,21700,101,66,32,60,140,77,281,25900,17100,60,258,28000,24600,60,199,28300,20900,2
Aaron's Academy of Beauty,Waldorf,MD,20602,1,1,1,3,24,2,38.611356,-76.901993,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,38,NULL,11809,15264,NULL,NULL,14777,NULL,NULL,16000,12553,NULL,24.94736842,2.680000067,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,16,58,21200,24800,PrivacySuppressed,69,19800,14100,18,43,PrivacySuppressed,PrivacySuppressed,3
Aesthetics Institute of Cosmetology,Gaithersburg,MD,20877,1,1,1,3,24,2,39.15351,-77.204631,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,20,NULL,9013,19884,NULL,NULL,12690,NULL,NULL,12100,4547,NULL,29.14516129,2.390000105,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,7,47,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,53,32200,29800,9,41,PrivacySuppressed,PrivacySuppressed,3
Allegany College of Maryland,Cumberland,MD,21502-2596,1,2,2,1,24,2,39.652658,-78.729766,4,2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2585,2592,9211,NULL,NULL,NULL,13964,NULL,3540,7650,NULL,2665,0.6808,24.09287599,3.799999952,248,1241,32700,29300,157,1144,27100,24300,562,402,180,231,721,215,1372,29400,19400,257,1282,29600,26200,197,1030,34200,22500,2
Anne Arundel Community College,Arnold,MD,21012-1895,1,2,2,1,24,2,39.049813,-76.512223,2,1,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13067,11761,14358,NULL,NULL,NULL,17491,NULL,4350,11700,NULL,3340,0.3772,25.30579423,2.49000001,384,1842,40700,36800,346,1907,33900,29400,921,592,394,300,908,367,1951,34900,25300,409,2105,37600,33500,315,1588,41500,29700,2
Brightwood College-Towson,Towson,MD,21286-2201,1,1,2,3,24,2,39.401822,-76.572434,8,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,309,149,NULL,21418,24795,NULL,NULL,25553,NULL,NULL,15272,8367,NULL,27.97323136,4.300000191,103,469,38300,35600,173,717,22300,20400,532,132,53,128,258,127,528,28900,20400,189,688,25700,24000,77,474,42600,25300,2
Award Beauty School,Hagerstown,MD,21740-5610,2,1,1,3,24,2,39.640443,-77.720283,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,266,14,NULL,14280,20616,NULL,NULL,16772,NULL,NULL,18995,3849,NULL,28.68893528,2.440000057,26,64,16400,13300,80,224,16400,14700,136,52,36,20,74,37,112,16800,12900,80,168,18600,14800,9,35,PrivacySuppressed,PrivacySuppressed,3
Baltimore Studio of Hair Design,Baltimore,MD,21201-3444,1,1,1,3,24,2,39.293472,-76.620034,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62,76,NULL,10811,21350,NULL,NULL,15243,NULL,NULL,15150,3683,NULL,25.64166667,5.579999924,36,126,18800,15200,41,140,17100,14500,112,PrivacySuppressed,PrivacySuppressed,35,54,32,126,17200,12000,64,155,18600,14900,27,142,20100,15000,3
Baltimore City Community College,Baltimore,MD,21215-7893,1,2,2,1,24,2,39.319978,-76.662878,2,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4640,5883,6004,NULL,NULL,NULL,10842,NULL,2462,5750,NULL,959,0.2891,26.97184917,5.659999847,644,2575,31100,29000,450,2101,24700,21800,1630,461,PrivacySuppressed,562,868,554,2478,28200,20300,559,2282,28300,25500,736,2585,30700,20800,2
University of Baltimore,Baltimore,MD,21201-5720,1,3,4,1,24,2,39.305834,-76.616591,18,7,12,0.6204,470,450,455,NULL,NULL,NULL,NULL,920,3444,2016,14180,NULL,NULL,NULL,21225,NULL,8018,18396,NULL,10024,0.2486,27.13376932,3.640000105,94,681,60800,56500,79,799,53200,48700,367,278,154,31,195,86,643,52100,31500,117,720,54100,50200,86,649,59200,34900,1
Bowie State University,Bowie,MD,20715-9465,1,3,4,1,24,2,39.018185,-76.759721,18,11,13,0.5506,445,430,425,17,16,16,7,867,4401,3109,13231,NULL,NULL,NULL,19456,NULL,7299,17875,NULL,5394,0.4881,22.91625413,3.809999943,128,1213,51200,46800,91,1121,34200,31600,373,418,330,181,882,78,1013,43000,27400,112,1088,42700,39900,104,1018,49700,35200,1
Capitol Technology University,Laurel,MD,20708,1,3,4,2,24,2,39.047047,-76.851413,27,9,6,0.705,530,570,NULL,21,21,23,NULL,1075,406,684,NULL,20045,NULL,NULL,31864,NULL,22896,22896,NULL,22353,0.4935,23.72258065,3.769999981,PrivacySuppressed,107,67100,64000,PrivacySuppressed,102,51000,43900,43,28,31,20,76,3,86,57900,36600,PrivacySuppressed,103,58800,58000,20,146,59900,37400,1
Cecil College,North East,MD,21901-1999,1,2,2,1,24,2,39.642225,-75.955949,1,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2316,1293,6849,NULL,NULL,NULL,10694,NULL,3660,7710,NULL,3474,0.4857,26.08362989,2.960000038,83,340,35600,32500,100,383,30400,26800,180,129,74,62,184,82,353,33300,23700,96,387,33300,28700,57,278,33700,21900,2
College of Southern Maryland,La Plata,MD,20646-0910,1,2,2,1,24,2,38.559648,-77.009328,1,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7965,6358,8266,NULL,NULL,NULL,12328,NULL,3395,7557,NULL,5066,0.4544,25.54568855,2.680000067,171,809,41000,35800,148,914,30900,27900,521,265,128,145,401,135,824,36000,24100,136,854,36400,33300,157,787,40000,29300,2
Chesapeake College,Wye Mills,MD,21679-0008,1,2,2,1,24,2,38.95178,-76.083118,1,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2067,2186,6720,NULL,NULL,NULL,11715,NULL,3458,6968,NULL,3234,0.465,24.43292683,2.940000057,113,549,30800,28000,55,450,25900,23400,307,138,PrivacySuppressed,111,240,102,490,26000,19500,102,474,27800,23200,105,507,29400,19900,2
Washington Adventist University,Takoma Park,MD,20912,1,3,4,2,24,2,38.987206,-77.00131,19,11,8,0.4492,420,420,420,20,20,19,NULL,854,790,1030,NULL,17040,NULL,NULL,29547,NULL,21395,21395,NULL,10184,0.4419,23.86246418,4.079999924,56,414,48400,44500,44,284,39100,34600,113,96,75,52,184,43,374,47000,33400,52,366,41500,37800,51,364,51500,35000,1
Coppin State University,Baltimore,MD,21216-3698,1,3,4,1,24,2,39.310786,-76.658547,20,7,10,0.4312,435,445,NULL,NULL,NULL,NULL,NULL,880,2652,3092,9363,NULL,NULL,NULL,15837,NULL,6624,11885,NULL,1680,0.4465,27.40431267,5.130000114,167,1023,38000,35700,78,912,32000,29600,428,359,125,218,552,143,884,34500,22300,129,986,36200,32600,146,871,38900,24700,1
Delmarva Beauty Academy,Salisbury,MD,21804-6952,1,1,1,3,24,2,38.338692,-75.599933,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66,67,NULL,22610,25536,NULL,NULL,26488,NULL,NULL,16144,3748,NULL,24.84210526,3.50999999,27,106,21400,17700,PrivacySuppressed,77,16400,15600,47,PrivacySuppressed,PrivacySuppressed,12,40,11,93,19400,14200,PrivacySuppressed,84,21600,19100,23,89,21800,15300,3
North American Trade Schools,Baltimore,MD,21244,1,1,1,3,24,2,39.309503,-76.749362,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,558,232,NULL,17692,13236,NULL,NULL,22070,NULL,NULL,15950,9125,NULL,30.82277397,5.03000021,41,181,36200,33200,261,764,29200,25300,514,200,50,35,123,30,148,36000,22800,76,242,32500,30300,37,173,33600,24600,3
Frederick Community College,Frederick,MD,21702-2964,1,2,2,1,24,2,39.452241,-77.417849,1,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5248,4343,5683,NULL,NULL,NULL,9619,NULL,3227,8479,NULL,4144,0.4729,25.73868836,2.369999886,115,530,38200,35400,85,519,32900,29900,274,157,88,75,234,104,565,36100,24900,100,537,37500,33100,100,468,36300,25300,2
Frostburg State University,Frostburg,MD,21532-1099,1,3,4,1,24,2,39.651509,-78.933871,18,13,13,0.5851,490,485,470,20,19,20,7,967,4765,4430,17755,NULL,NULL,NULL,20046,NULL,7982,19274,NULL,5333,0.6263,21.62634989,3.200000048,134,1480,45400,43500,82,1212,32700,30800,277,321,614,147,1060,104,1341,38600,21000,106,1402,39100,37400,121,1462,44300,26400,1
Garrett College,McHenry,MD,21541,1,2,2,1,24,2,39.560658,-79.343267,1,3,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,544,685,6592,NULL,NULL,NULL,11690,NULL,3360,7868,NULL,3203,0.6889,21.2166065,3.690000057,65,300,34300,27200,57,342,25600,21500,164,128,50,60,187,54,268,26200,18400,35,271,27100,24900,54,311,30500,26100,2
Goucher College,Baltimore,MD,21204-2794,1,3,4,2,24,2,39.410175,-76.594843,21,14,11,0.7569,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1463,1193,NULL,27682,NULL,NULL,52462,NULL,40558,40558,NULL,17814,0.8916,19.58885017,2.829999924,40,382,50200,46000,35,321,29800,28000,44,72,205,26,309,39,331,38600,25400,36,362,42400,39800,27,355,45700,29600,1
Kaplan University-Hagerstown Campus,Hagerstown,MD,21742,10,2,4,3,24,2,39.672993,-77.722485,23,5,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,854,776,NULL,23803,NULL,25347,23803,NULL,14011,14011,NULL,8241,NULL,32.01281292,2.410000086,1599,6834,39400,33400,7432,24068,31000,25800,13429,7364,3275,675,2094,2513,10640,36600,31400,4225,15927,36200,30900,606,3492,39500,31300,1
Hagerstown Community College,Hagerstown,MD,21742-6514,1,2,2,1,24,2,39.631009,-77.667379,5,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3710,2516,7724,NULL,NULL,NULL,11426,NULL,3108,5892,NULL,5136,0.25,26.05390625,2.25,122,683,36700,33300,165,875,29000,25400,438,271,166,139,415,143,714,33200,21000,196,831,32600,29900,126,615,34700,24100,2
Harford Community College,Bel Air,MD,21015-1698,1,2,2,1,24,2,39.561347,-76.281801,1,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5750,4821,2592,NULL,NULL,NULL,6336,NULL,2995,7171,NULL,2937,0.4995,25.02512563,2.5,149,706,37700,34700,109,612,29700,26700,370,186,56,135,275,136,684,33600,22900,123,655,32700,30100,127,700,35900,24400,2
Hood College,Frederick,MD,21701,1,3,4,2,24,2,39.421908,-77.419282,18,13,11,0.8069,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1330,855,NULL,23343,NULL,NULL,46747,NULL,34120,34120,NULL,15064,0.6651,21.32720588,2.529999971,48,287,46200,42300,41,432,34100,34100,105,90,237,39,344,23,305,40400,27300,43,369,41400,38900,37,221,44700,24200,1
